METADATA:
Experiment Seed,Subject
7553565,Subject111
Time after setup,12.778245699999388
Timepoint,Time,Is_correct,Experience Sampling Question,Experience Sampling Response,Task,Task Iteration,Participant ID,Response_Key,Auxillary Data,Assoc Task
EXPERIMENT DATA:,Reading Task
Start Time,33.62124890000268
Reading start,33.62698180000007,,,,Reading Task,1,Subject111,,,
Reading trial start,39.33300500000041,,,,Reading Task,1,Subject111,,"['Since', 'the early', '1900s,', 'coloured', 'scarves', 'with', 'tassles', 'have been', 'worn by', 'fans of', 'association', 'football', 'teams', 'across', 'the world.']",
Reading trial ended,53.88176530000055,,,,Reading Task,1,Subject111,,,
Reading trial start,53.89781999999832,,,,Reading Task,1,Subject111,,"['Intelligence', 'is', 'most', 'often', 'studied', 'in humans', 'but', 'has also', 'been', 'observed', 'in animals,', 'such as', 'dolphins', 'and', 'elephants.']",
Reading trial ended,68.46043120000104,,,,Reading Task,1,Subject111,,,
Reading trial start,68.47811920000095,,,,Reading Task,1,Subject111,,"['Some', 'insects', 'damage', 'crops by', 'feeding', 'on', 'sap,', 'leaves,', 'fruits,', 'or wood,', 'and', 'they may', 'act as', 'disease', 'vectors.']",
Reading trial ended,83.03834990000178,,,,Reading Task,1,Subject111,,,
Reading trial start,83.056834300005,,,,Reading Task,1,Subject111,,"['Posters', 'are also', 'used for', 'reproductions', 'of', 'artwork,', 'particularly', 'famous', 'works,', 'and are', 'low-cost', 'compared', 'to the', 'original', 'artwork.']",
Reading trial ended,97.61739520000265,,,,Reading Task,1,Subject111,,,
Reading trial start,97.63025909999851,,,,Reading Task,1,Subject111,,"['Drinking', 'water', 'is often', 'collected', 'at springs,', 'extracted', 'from', 'artificial', 'wells', 'in the', 'ground,', 'or pumped', 'from', 'lakes and', 'rivers.']",
Reading trial ended,112.17831450000085,,,,Reading Task,1,Subject111,,,
Reading trial start,112.19752829999925,,,,Reading Task,1,Subject111,,"['Dolls', 'for girls', 'tend to', 'represent', 'feminine', 'traits and', 'come', 'with', 'accessories', 'such as', 'clothing,', 'kitchen', 'appliances,', 'furniture', 'and jewelry.']",
Reading trial ended,126.75641529999848,,,,Reading Task,1,Subject111,,,
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,126.75871339999867
ESQ,131.81231230000412,,Deliberate_start,,Experience Sampling Questions,1,Subject111,,,Reading Task
ESQ,143.6225106999991,,Deliberate_response,6.199999999999998,Experience Sampling Questions,1,Subject111,,Marker Started at 2,Reading Task
ESQ,143.6230288000006,,Problem_start,,Experience Sampling Questions,1,Subject111,,,Reading Task
ESQ,153.12953779999953,,Problem_response,1.0,Experience Sampling Questions,1,Subject111,,Marker Started at 6,Reading Task
ESQ,153.1312354000038,,Sounds_start,,Experience Sampling Questions,1,Subject111,,,Reading Task
ESQ,157.46585269999923,,Sounds_response,1.0,Experience Sampling Questions,1,Subject111,,Marker Started at 5,Reading Task
ESQ,157.46736819999933,,Words_start,,Experience Sampling Questions,1,Subject111,,,Reading Task
ESQ,161.28598670000065,,Words_response,10.0,Experience Sampling Questions,1,Subject111,,Marker Started at 6,Reading Task
ESQ,161.28751690000354,,Knowledge_start,,Experience Sampling Questions,1,Subject111,,,Reading Task
ESQ,167.72406700000283,,Knowledge_response,5.000000000000014,Experience Sampling Questions,1,Subject111,,Marker Started at 9,Reading Task
ESQ,167.72460400000273,,Focus_start,,Experience Sampling Questions,1,Subject111,,,Reading Task
ESQ,174.5631532000043,,Focus_response,3.600000000000006,Experience Sampling Questions,1,Subject111,,Marker Started at 7,Reading Task
ESQ,174.5646818000023,,Images_start,,Experience Sampling Questions,1,Subject111,,,Reading Task
ESQ,178.56498139999894,,Images_response,10.0,Experience Sampling Questions,1,Subject111,,Marker Started at 8,Reading Task
ESQ,178.56668630000058,,Distracting_start,,Experience Sampling Questions,1,Subject111,,,Reading Task
ESQ,183.61893290000444,,Distracting_response,4.700000000000006,Experience Sampling Questions,1,Subject111,,Marker Started at 7,Reading Task
ESQ,183.62044869999954,,Other_start,,Experience Sampling Questions,1,Subject111,,,Reading Task
ESQ,188.24059380000108,,Other_response,3.600000000000013,Experience Sampling Questions,1,Subject111,,Marker Started at 9,Reading Task
ESQ,188.2425052000035,,Emotion_start,,Experience Sampling Questions,1,Subject111,,,Reading Task
ESQ,192.59416240000428,,Emotion_response,2.2999999999999994,Experience Sampling Questions,1,Subject111,,Marker Started at 3,Reading Task
ESQ,192.59575829999812,,Intrusive_start,,Experience Sampling Questions,1,Subject111,,,Reading Task
ESQ,196.06224930000462,,Intrusive_response,4.400000000000002,Experience Sampling Questions,1,Subject111,,Marker Started at 2,Reading Task
ESQ,196.0631085999994,,Future_start,,Experience Sampling Questions,1,Subject111,,,Reading Task
