METADATA:
Experiment Seed,Subject
3945738,Subject099
Time after setup,7.850312899972778
Timepoint,Time,Is_correct,Experience Sampling Question,Experience Sampling Response,Task,Task Iteration,Participant ID,Response_Key,Auxillary Data,Assoc Task
EXPERIMENT DATA:,Movie Task
Start Time,30.299215800012462
Movie Task Start,30.29924869997194,,,,Movie Task,1,Subject099,,,
Movie Init,54.709272300009616,,,,Movie Task,1,Subject099,,,
Movie Start,54.70931190002011,,,,Movie Task,1,Subject099,,incept.mp4,
ESQ,80.97357909998391,,Images_start,,Movie Task,1,Subject099,,,Movie Task-incept
ESQ,95.57470890000695,,Images_response,2.900000000000009,Movie Task,1,Subject099,,Marker Started at 8,Movie Task-incept
ESQ,95.57631929998752,,Past_start,,Movie Task,1,Subject099,,,Movie Task-incept
ESQ,101.49474380002357,,Past_response,1.0,Movie Task,1,Subject099,,Marker Started at 7,Movie Task-incept
ESQ,101.49634900002275,,Sounds_start,,Movie Task,1,Subject099,,,Movie Task-incept
ESQ,106.66664110001875,,Sounds_response,8.200000000000003,Movie Task,1,Subject099,,Marker Started at 9,Movie Task-incept
ESQ,106.66926950000925,,Future_start,,Movie Task,1,Subject099,,,Movie Task-incept
ESQ,110.30242550000548,,Future_response,10.0,Movie Task,1,Subject099,,Marker Started at 10,Movie Task-incept
ESQ,110.30427079997025,,Intrusive_start,,Movie Task,1,Subject099,,,Movie Task-incept
ESQ,115.38984289998189,,Intrusive_response,6.599999999999994,Movie Task,1,Subject099,,Marker Started at 5,Movie Task-incept
ESQ,115.39143509999849,,Detailed_start,,Movie Task,1,Subject099,,,Movie Task-incept
ESQ,121.22855479997816,,Detailed_response,7.199999999999993,Movie Task,1,Subject099,,Marker Started at 4,Movie Task-incept
ESQ,121.23018319997936,,Words_start,,Movie Task,1,Subject099,,,Movie Task-incept
ESQ,127.2159748999984,,Words_response,7.599999999999992,Movie Task,1,Subject099,,Marker Started at 4,Movie Task-incept
ESQ,127.21764099999564,,Other_start,,Movie Task,1,Subject099,,,Movie Task-incept
ESQ,131.4352208999917,,Other_response,3.8000000000000025,Movie Task,1,Subject099,,Marker Started at 6,Movie Task-incept
ESQ,131.435665099998,,Absorption_start,,Movie Task,1,Subject099,,,Movie Task-incept
ESQ,138.79180639999686,,Absorption_response,8.699999999999989,Movie Task,1,Subject099,,Marker Started at 2,Movie Task-incept
ESQ,138.79347289999714,,Emotion_start,,Movie Task,1,Subject099,,,Movie Task-incept
ESQ,144.51247459999286,,Emotion_response,4.70000000000001,Movie Task,1,Subject099,,Marker Started at 8,Movie Task-incept
ESQ,144.51403829996707,,Self_start,,Movie Task,1,Subject099,,,Movie Task-incept
ESQ,148.54893300001277,,Self_response,1.000000000000001,Movie Task,1,Subject099,,Marker Started at 6,Movie Task-incept
ESQ,148.55050070001744,,Distracting_start,,Movie Task,1,Subject099,,,Movie Task-incept
ESQ,154.02048920001835,,Distracting_response,10.0,Movie Task,1,Subject099,,Marker Started at 2,Movie Task-incept
ESQ,154.02224229997955,,Problem_start,,Movie Task,1,Subject099,,,Movie Task-incept
ESQ,159.50819999998203,,Problem_response,3.800000000000013,Movie Task,1,Subject099,,Marker Started at 9,Movie Task-incept
ESQ,159.50989579997258,,Deliberate_start,,Movie Task,1,Subject099,,,Movie Task-incept
ESQ,165.54578260000562,,Deliberate_response,4.400000000000002,Movie Task,1,Subject099,,Marker Started at 2,Movie Task-incept
ESQ,165.54739869997138,,Focus_start,,Movie Task,1,Subject099,,,Movie Task-incept
ESQ,172.5187627999694,,Focus_response,7.899999999999993,Movie Task,1,Subject099,,Marker Started at 6,Movie Task-incept
ESQ,172.5192045000149,,Knowledge_start,,Movie Task,1,Subject099,,,Movie Task-incept
ESQ,177.07199789996957,,Knowledge_response,7.399999999999993,Movie Task,1,Subject099,,Marker Started at 3,Movie Task-incept
Movie End incept.mp4,248.19591599999694,,,,Movie Task,1,Subject099,,20,
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,248.22336519998498
ESQ,253.41274589998648,,Intrusive_start,,Experience Sampling Questions,1,Subject099,,,Movie Task-Movie Task-incept
ESQ,258.2201820000191,,Intrusive_response,2.5999999999999996,Experience Sampling Questions,1,Subject099,,Marker Started at 3,Movie Task-Movie Task-incept
ESQ,258.2206590999849,,Knowledge_start,,Experience Sampling Questions,1,Subject099,,,Movie Task-Movie Task-incept
ESQ,263.4748513000086,,Knowledge_response,5.6,Experience Sampling Questions,1,Subject099,,Marker Started at 3,Movie Task-Movie Task-incept
ESQ,263.47640039998805,,Absorption_start,,Experience Sampling Questions,1,Subject099,,,Movie Task-Movie Task-incept
ESQ,268.2284219000139,,Absorption_response,1.4999999999999976,Experience Sampling Questions,1,Subject099,,Marker Started at 5,Movie Task-Movie Task-incept
ESQ,268.23007529997267,,Emotion_start,,Experience Sampling Questions,1,Subject099,,,Movie Task-Movie Task-incept
ESQ,273.0488358999719,,Emotion_response,3.6000000000000014,Experience Sampling Questions,1,Subject099,,Marker Started at 2,Movie Task-Movie Task-incept
ESQ,273.05018550000386,,Distracting_start,,Experience Sampling Questions,1,Subject099,,,Movie Task-Movie Task-incept
ESQ,278.01928870001575,,Distracting_response,2.1000000000000116,Experience Sampling Questions,1,Subject099,,Marker Started at 9,Movie Task-Movie Task-incept
ESQ,278.019780099974,,Future_start,,Experience Sampling Questions,1,Subject099,,,Movie Task-Movie Task-incept
ESQ,281.47143699997105,,Future_response,7.599999999999992,Experience Sampling Questions,1,Subject099,,Marker Started at 4,Movie Task-Movie Task-incept
ESQ,281.4730065999902,,Deliberate_start,,Experience Sampling Questions,1,Subject099,,,Movie Task-Movie Task-incept
ESQ,285.47484440001426,,Deliberate_response,7.499999999999992,Experience Sampling Questions,1,Subject099,,Marker Started at 4,Movie Task-Movie Task-incept
ESQ,285.4764931999962,,Past_start,,Experience Sampling Questions,1,Subject099,,,Movie Task-Movie Task-incept
ESQ,289.4127444999758,,Past_response,3.0,Experience Sampling Questions,1,Subject099,,Marker Started at 3,Movie Task-Movie Task-incept
ESQ,289.414412299986,,Detailed_start,,Experience Sampling Questions,1,Subject099,,,Movie Task-Movie Task-incept
ESQ,299.219093599997,,Detailed_response,4.500000000000002,Experience Sampling Questions,1,Subject099,,Marker Started at 3,Movie Task-Movie Task-incept
ESQ,299.2207594999927,,Words_start,,Experience Sampling Questions,1,Subject099,,,Movie Task-Movie Task-incept
ESQ,303.09081309998874,,Words_response,2.099999999999999,Experience Sampling Questions,1,Subject099,,Marker Started at 3,Movie Task-Movie Task-incept
ESQ,303.0924054000061,,Other_start,,Experience Sampling Questions,1,Subject099,,,Movie Task-Movie Task-incept
ESQ,306.72694010002306,,Other_response,6.699999999999996,Experience Sampling Questions,1,Subject099,,Marker Started at 3,Movie Task-Movie Task-incept
ESQ,306.7284675000119,,Images_start,,Experience Sampling Questions,1,Subject099,,,Movie Task-Movie Task-incept
ESQ,314.1150446999818,,Images_response,6.10000000000001,Experience Sampling Questions,1,Subject099,,Marker Started at 9,Movie Task-Movie Task-incept
ESQ,314.11662079999223,,Focus_start,,Experience Sampling Questions,1,Subject099,,,Movie Task-Movie Task-incept
ESQ,317.90124560002005,,Focus_response,5.000000000000002,Experience Sampling Questions,1,Subject099,,Marker Started at 3,Movie Task-Movie Task-incept
ESQ,317.9028113000095,,Sounds_start,,Experience Sampling Questions,1,Subject099,,,Movie Task-Movie Task-incept
ESQ,321.25380830001086,,Sounds_response,7.800000000000004,Experience Sampling Questions,1,Subject099,,Marker Started at 9,Movie Task-Movie Task-incept
ESQ,321.25548739999067,,Problem_start,,Experience Sampling Questions,1,Subject099,,,Movie Task-Movie Task-incept
ESQ,325.99066060001496,,Problem_response,8.299999999999992,Experience Sampling Questions,1,Subject099,,Marker Started at 6,Movie Task-Movie Task-incept
ESQ,325.9922482999973,,Self_start,,Experience Sampling Questions,1,Subject099,,,Movie Task-Movie Task-incept
ESQ,329.56056459998945,,Self_response,2.300000000000001,Experience Sampling Questions,1,Subject099,,Marker Started at 6,Movie Task-Movie Task-incept
EXPERIMENT DATA:,Movie Task
Start Time,329.57374329998856
Movie Task Start,329.57377469999483,,,,Movie Task,1,Subject099,,,
Movie Init,335.15727359999437,,,,Movie Task,1,Subject099,,,
Movie Start,335.15730939997593,,,,Movie Task,1,Subject099,,bridge.mp4,
ESQ,352.92944749997696,,Intrusive_start,,Movie Task,1,Subject099,,,Movie Task-bridge
ESQ,357.8495934000239,,Intrusive_response,2.3999999999999995,Movie Task,1,Subject099,,Marker Started at 3,Movie Task-bridge
ESQ,357.85115050000604,,Words_start,,Movie Task,1,Subject099,,,Movie Task-bridge
ESQ,362.4532012999989,,Words_response,4.300000000000006,Movie Task,1,Subject099,,Marker Started at 7,Movie Task-bridge
