METADATA:
Experiment Seed,Subject
6872926,subject187
Time after setup,5.56878300011158
Timepoint,Time,Is_correct,Experience Sampling Question,Experience Sampling Response,Task,Task Iteration,Participant ID,Response_Key,Auxillary Data,Assoc Task
EXPERIMENT DATA:,Two-Back Task
Start Time,58.12729230010882
2-back Task Start,105.77007229998708,,,,Two-Back Task,1,subject187,,faces,
fixation cross,105.79459380009212,,,,Two-Back Task,1,subject187,,faces,
2-back Trial Start,107.86544919991866,,,,Two-Back Task,1,subject187,,faces,
Choice presented,107.8654763000086,,,,Two-Back Task,1,subject187,,faces,
Choice made,109.88723569991998,,,,Two-Back Task,1,subject187,,faces,
2-back Trial End,109.88727349997498,False,,,Two-Back Task,1,subject187,,faces,
2-back Trial Start,111.92658239998855,,,,Two-Back Task,1,subject187,,faces,
Choice presented,111.92661159997806,,,,Two-Back Task,1,subject187,,faces,
Choice made,113.25663640000857,,,,Two-Back Task,1,subject187,,faces,
2-back Trial End,113.25668670004234,True,,,Two-Back Task,1,subject187,,faces,
2-back Trial Start,115.30003940011375,,,,Two-Back Task,1,subject187,,faces,
Choice presented,115.30006660008803,,,,Two-Back Task,1,subject187,,faces,
Choice made,117.32644039997831,,,,Two-Back Task,1,subject187,,faces,
2-back Trial End,117.32647780003026,False,,,Two-Back Task,1,subject187,,faces,
2-back Trial Start,119.37587579991668,,,,Two-Back Task,1,subject187,,faces,
Choice presented,119.37590430001728,,,,Two-Back Task,1,subject187,,faces,
Choice made,120.26232390012592,,,,Two-Back Task,1,subject187,,faces,
2-back Trial End,120.26236449996941,True,,,Two-Back Task,1,subject187,,faces,
2-back Trial Start,122.3055594000034,,,,Two-Back Task,1,subject187,,faces,
Choice presented,122.30559210013598,,,,Two-Back Task,1,subject187,,faces,
Choice made,123.89843480009586,,,,Two-Back Task,1,subject187,,faces,
2-back Trial End,123.8984749999363,True,,,Two-Back Task,1,subject187,,faces,
2-back Trial Start,125.93990730005316,,,,Two-Back Task,1,subject187,,faces,
Choice presented,125.93993420014158,,,,Two-Back Task,1,subject187,,faces,
Choice made,127.01752050011419,,,,Two-Back Task,1,subject187,,faces,
2-back Trial End,127.01756069995463,True,,,Two-Back Task,1,subject187,,faces,
2-back Trial Start,129.0649701000657,,,,Two-Back Task,1,subject187,,faces,
Choice presented,129.06499999994412,,,,Two-Back Task,1,subject187,,faces,
Choice made,130.83719499991275,,,,Two-Back Task,1,subject187,,faces,
2-back Trial End,130.83724469994195,True,,,Two-Back Task,1,subject187,,faces,
2-back Trial Start,132.87928780005313,,,,Two-Back Task,1,subject187,,faces,
Choice presented,132.87931569991633,,,,Two-Back Task,1,subject187,,faces,
Choice made,133.57268290012144,,,,Two-Back Task,1,subject187,,faces,
2-back Trial End,133.5727240999695,True,,,Two-Back Task,1,subject187,,faces,
2-back Trial Start,135.6192475000862,,,,Two-Back Task,1,subject187,,faces,
Choice presented,135.61927550006658,,,,Two-Back Task,1,subject187,,faces,
Choice made,136.40827010013163,,,,Two-Back Task,1,subject187,,faces,
2-back Trial End,136.40832479996607,True,,,Two-Back Task,1,subject187,,faces,
2-back Trial Start,138.45552780013531,,,,Two-Back Task,1,subject187,,faces,
Choice presented,138.4555560001172,,,,Two-Back Task,1,subject187,,faces,
Choice made,139.22712459997274,,,,Two-Back Task,1,subject187,,faces,
2-back Trial End,139.22716540005058,False,,,Two-Back Task,1,subject187,,faces,
2-back Trial Start,141.27430539997295,,,,Two-Back Task,1,subject187,,faces,
Choice presented,141.27433219994418,,,,Two-Back Task,1,subject187,,faces,
Choice made,142.66316180001013,,,,Two-Back Task,1,subject187,,faces,
2-back Trial End,142.66320260008797,True,,,Two-Back Task,1,subject187,,faces,
2-back Trial Start,144.71445560012944,,,,Two-Back Task,1,subject187,,faces,
Choice presented,144.7144840999972,,,,Two-Back Task,1,subject187,,faces,
Choice made,145.91575619997457,,,,Two-Back Task,1,subject187,,faces,
2-back Trial End,145.91579820006154,True,,,Two-Back Task,1,subject187,,faces,
2-back Trial Start,147.96366899996065,,,,Two-Back Task,1,subject187,,faces,
Choice presented,147.9636953000445,,,,Two-Back Task,1,subject187,,faces,
Choice made,148.90137470001355,,,,Two-Back Task,1,subject187,,faces,
2-back Trial End,148.9014161999803,True,,,Two-Back Task,1,subject187,,faces,
2-back Trial Start,150.94313060003333,,,,Two-Back Task,1,subject187,,faces,
Choice presented,150.9431571001187,,,,Two-Back Task,1,subject187,,faces,
Choice made,151.82040340011008,,,,Two-Back Task,1,subject187,,faces,
2-back Trial End,151.8204499001149,False,,,Two-Back Task,1,subject187,,faces,
2-back Trial Start,153.86541950004175,,,,Two-Back Task,1,subject187,,faces,
Choice presented,153.86544640013017,,,,Two-Back Task,1,subject187,,faces,
Choice made,154.92288680002093,,,,Two-Back Task,1,subject187,,faces,
2-back Trial End,154.92292720009573,True,,,Two-Back Task,1,subject187,,faces,
2-back Trial Start,156.96766320010647,,,,Two-Back Task,1,subject187,,faces,
Choice presented,156.9676904999651,,,,Two-Back Task,1,subject187,,faces,
Choice made,158.07526600011624,,,,Two-Back Task,1,subject187,,faces,
2-back Trial End,158.07530950009823,False,,,Two-Back Task,1,subject187,,faces,
2-back Trial Start,160.11503370013088,,,,Two-Back Task,1,subject187,,faces,
Choice presented,160.11506159999408,,,,Two-Back Task,1,subject187,,faces,
Choice made,160.827556299977,,,,Two-Back Task,1,subject187,,faces,
2-back Trial End,160.82759599993005,False,,,Two-Back Task,1,subject187,,faces,
2-back Trial Start,162.8749079001136,,,,Two-Back Task,1,subject187,,faces,
Choice presented,162.87493619997986,,,,Two-Back Task,1,subject187,,faces,
Choice made,163.72985589993186,,,,Two-Back Task,1,subject187,,faces,
2-back Trial End,163.7298983000219,True,,,Two-Back Task,1,subject187,,faces,
2-back Trial Start,165.77161699999124,,,,Two-Back Task,1,subject187,,faces,
Choice presented,165.77164550009184,,,,Two-Back Task,1,subject187,,faces,
Choice made,166.6992506000679,,,,Two-Back Task,1,subject187,,faces,
2-back Trial End,166.69929159991443,True,,,Two-Back Task,1,subject187,,faces,
2-back Trial Start,168.74745370005257,,,,Two-Back Task,1,subject187,,faces,
Choice presented,168.74748119991273,,,,Two-Back Task,1,subject187,,faces,
Choice made,169.91792750009336,,,,Two-Back Task,1,subject187,,faces,
2-back Trial End,169.91796789993532,False,,,Two-Back Task,1,subject187,,faces,
2-back Trial Start,171.95697519998066,,,,Two-Back Task,1,subject187,,faces,
Choice presented,171.95700319996104,,,,Two-Back Task,1,subject187,,faces,
Choice made,173.68771250010468,,,,Two-Back Task,1,subject187,,faces,
2-back Trial End,173.687756099971,True,,,Two-Back Task,1,subject187,,faces,
2-back Task End,175.70565930008888,,,,Two-Back Task,1,subject187,,faces,
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,175.713763799984
ESQ,180.70735120004974,,Future_start,,Experience Sampling Questions,1,subject187,,,Two-Back Task-faces
ESQ,188.33366000000387,,Future_response,4.00000000000001,Experience Sampling Questions,1,subject187,,Marker Started at 8,Two-Back Task-faces
ESQ,188.33422409999184,,Distracting_start,,Experience Sampling Questions,1,subject187,,,Two-Back Task-faces
ESQ,192.00181589997374,,Distracting_response,8.0,Experience Sampling Questions,1,subject187,,Marker Started at 8,Two-Back Task-faces
ESQ,192.00371489999816,,Absorption_start,,Experience Sampling Questions,1,subject187,,,Two-Back Task-faces
ESQ,194.88744920003228,,Absorption_response,7.0,Experience Sampling Questions,1,subject187,,Marker Started at 7,Two-Back Task-faces
ESQ,194.88938180007972,,Past_start,,Experience Sampling Questions,1,subject187,,,Two-Back Task-faces
ESQ,200.7083431999199,,Past_response,8.299999999999999,Experience Sampling Questions,1,subject187,,Marker Started at 8,Two-Back Task-faces
ESQ,200.71031860006042,,Emotion_start,,Experience Sampling Questions,1,subject187,,,Two-Back Task-faces
ESQ,203.64437850005925,,Emotion_response,6.0,Experience Sampling Questions,1,subject187,,Marker Started at 6,Two-Back Task-faces
ESQ,203.64631500001997,,Intrusive_start,,Experience Sampling Questions,1,subject187,,,Two-Back Task-faces
ESQ,206.82849230011925,,Intrusive_response,3.0,Experience Sampling Questions,1,subject187,,Marker Started at 3,Two-Back Task-faces
ESQ,206.82898860005662,,Images_start,,Experience Sampling Questions,1,subject187,,,Two-Back Task-faces
ESQ,210.5485601001419,,Images_response,7.999999999999992,Experience Sampling Questions,1,subject187,,Marker Started at 2,Two-Back Task-faces
ESQ,210.54902649996802,,Knowledge_start,,Experience Sampling Questions,1,subject187,,,Two-Back Task-faces
ESQ,217.0379622001201,,Knowledge_response,3.9999999999999987,Experience Sampling Questions,1,subject187,,Marker Started at 5,Two-Back Task-faces
ESQ,217.03891799994744,,Words_start,,Experience Sampling Questions,1,subject187,,,Two-Back Task-faces
ESQ,220.89130269992165,,Words_response,7.599999999999992,Experience Sampling Questions,1,subject187,,Marker Started at 4,Two-Back Task-faces
ESQ,220.89341220003553,,Sounds_start,,Experience Sampling Questions,1,subject187,,,Two-Back Task-faces
