METADATA:
Experiment Seed,Subject
3108946,subject189
Time after setup,28.96907769999234
Timepoint,Time,Is_correct,Experience Sampling Question,Experience Sampling Response,Task,Task Iteration,Participant ID,Response_Key,Auxillary Data,Assoc Task
 
Runtime Mod,8
EXPERIMENT DATA:,Movie Task
Start Time,70.79140409998945
ESQ,140.95202419999987,,Problem_response,3.000000000000016,Movie Task,1,subject189,,Marker Started at 10,Movie Task-incept
ESQ,142.43527220000396,,Emotion_response,8.0,Movie Task,1,subject189,,Marker Started at 8,Movie Task-incept
ESQ,157.71489269999438,,Intrusive_response,5.000000000000002,Movie Task,1,subject189,,Marker Started at 2,Movie Task-incept
ESQ,168.89098890000605,,Words_response,7.99999999999999,Movie Task,1,subject189,,Marker Started at 4,Movie Task-incept
ESQ,175.1620125999907,,Other_response,10.0,Movie Task,1,subject189,,Marker Started at 10,Movie Task-incept
ESQ,184.86984629998915,,Detailed_response,4.00000000000001,Movie Task,1,subject189,,Marker Started at 8,Movie Task-incept
ESQ,190.72427179999067,,Self_response,1.0,Movie Task,1,subject189,,Marker Started at 8,Movie Task-incept
ESQ,196.57919570000377,,Knowledge_response,10.0,Movie Task,1,subject189,,Marker Started at 6,Movie Task-incept
ESQ,213.81087269997806,,Future_response,6.999999999999996,Movie Task,1,subject189,,Marker Started at 2,Movie Task-incept
ESQ,222.46700039997813,,Focus_response,8.0,Movie Task,1,subject189,,Marker Started at 8,Movie Task-incept
ESQ,229.2546788000036,,Sounds_response,10.0,Movie Task,1,subject189,,Marker Started at 4,Movie Task-incept
ESQ,240.16387839999516,,Absorption_response,3.0000000000000053,Movie Task,1,subject189,,Marker Started at 7,Movie Task-incept
ESQ,244.56714369999827,,Images_response,10.0,Movie Task,1,subject189,,Marker Started at 6,Movie Task-incept
ESQ,254.42458170000464,,Past_response,5.500000000000012,Movie Task,1,subject189,,Marker Started at 9,Movie Task-incept
ESQ,269.9371848999872,,Distracting_response,3.0000000000000053,Movie Task,1,subject189,,Marker Started at 7,Movie Task-incept
ESQ,278.02716040000087,,Deliberate_response,1.0,Movie Task,1,subject189,,Marker Started at 9,Movie Task-incept
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,345.21793749998324
ESQ,355.50596249999944,,Distracting_response,10.0,Experience Sampling Questions,1,subject189,,Marker Started at 10,Movie Task-Movie Task-incept
ESQ,360.60990939999465,,Absorption_response,10.0,Experience Sampling Questions,1,subject189,,Marker Started at 7,Movie Task-Movie Task-incept
ESQ,365.94767870000214,,Detailed_response,9.0,Experience Sampling Questions,1,subject189,,Marker Started at 9,Movie Task-Movie Task-incept
ESQ,379.4419397999882,,Emotion_response,6.800000000000011,Experience Sampling Questions,1,subject189,,Marker Started at 10,Movie Task-Movie Task-incept
ESQ,383.8779588000034,,Other_response,10.0,Experience Sampling Questions,1,subject189,,Marker Started at 9,Movie Task-Movie Task-incept
ESQ,388.5989222000062,,Intrusive_response,2.0,Experience Sampling Questions,1,subject189,,Marker Started at 2,Movie Task-Movie Task-incept
ESQ,394.4035907999787,,Self_response,1.0,Experience Sampling Questions,1,subject189,,Marker Started at 6,Movie Task-Movie Task-incept
ESQ,404.1612216999929,,Deliberate_response,1.9999999999999982,Experience Sampling Questions,1,subject189,,Marker Started at 4,Movie Task-Movie Task-incept
ESQ,408.3827532999858,,Images_response,10.0,Experience Sampling Questions,1,subject189,,Marker Started at 5,Movie Task-Movie Task-incept
ESQ,415.6538031999953,,Knowledge_response,1.0,Experience Sampling Questions,1,subject189,,Marker Started at 10,Movie Task-Movie Task-incept
ESQ,427.5299352000002,,Future_response,3.000000000000016,Experience Sampling Questions,1,subject189,,Marker Started at 10,Movie Task-Movie Task-incept
ESQ,437.7871986999817,,Words_response,6.0000000000000036,Experience Sampling Questions,1,subject189,,Marker Started at 7,Movie Task-Movie Task-incept
ESQ,444.72715019999305,,Focus_response,7.0,Experience Sampling Questions,1,subject189,,Marker Started at 7,Movie Task-Movie Task-incept
ESQ,450.7489410999988,,Problem_response,2.0,Experience Sampling Questions,1,subject189,,Marker Started at 2,Movie Task-Movie Task-incept
ESQ,454.68704269998125,,Sounds_response,10.0,Experience Sampling Questions,1,subject189,,Marker Started at 10,Movie Task-Movie Task-incept
ESQ,466.67723830000614,,Past_response,2.6000000000000156,Experience Sampling Questions,1,subject189,,Marker Started at 10,Movie Task-Movie Task-incept
 
Runtime Mod,10
EXPERIMENT DATA:,Movie Task
Start Time,466.69337349999114
ESQ,518.5025000000023,,Absorption_response,2.2999999999999976,Movie Task,1,subject189,,Marker Started at 5,Movie Task-bridge
ESQ,525.5072760999901,,Deliberate_response,7.799999999999991,Movie Task,1,subject189,,Marker Started at 4,Movie Task-bridge
ESQ,532.1471039000025,,Focus_response,4.00000000000001,Movie Task,1,subject189,,Marker Started at 8,Movie Task-bridge
ESQ,537.6689920999925,,Problem_response,1.0,Movie Task,1,subject189,,Marker Started at 5,Movie Task-bridge
ESQ,542.4048731999937,,Sounds_response,2.5000000000000155,Movie Task,1,subject189,,Marker Started at 10,Movie Task-bridge
ESQ,548.5430922999803,,Future_response,2.499999999999998,Movie Task,1,subject189,,Marker Started at 5,Movie Task-bridge
ESQ,555.3479973999783,,Knowledge_response,1.9999999999999982,Movie Task,1,subject189,,Marker Started at 4,Movie Task-bridge
ESQ,559.7521374000062,,Self_response,1.0,Movie Task,1,subject189,,Marker Started at 10,Movie Task-bridge
ESQ,565.78999629998,,Intrusive_response,1.0,Movie Task,1,subject189,,Marker Started at 9,Movie Task-bridge
ESQ,575.1821559999953,,Distracting_response,2.0,Movie Task,1,subject189,,Marker Started at 2,Movie Task-bridge
ESQ,580.6848379999865,,Images_response,7.000000000000007,Movie Task,1,subject189,,Marker Started at 9,Movie Task-bridge
ESQ,588.525006699987,,Words_response,2.5000000000000084,Movie Task,1,subject189,,Marker Started at 8,Movie Task-bridge
ESQ,600.9173733999778,,Detailed_response,2.2000000000000117,Movie Task,1,subject189,,Marker Started at 9,Movie Task-bridge
ESQ,606.087432100001,,Past_response,2.100000000000015,Movie Task,1,subject189,,Marker Started at 10,Movie Task-bridge
ESQ,610.8590059999842,,Other_response,7.499999999999994,Movie Task,1,subject189,,Marker Started at 2,Movie Task-bridge
ESQ,616.5639585999888,,Emotion_response,5.000000000000002,Movie Task,1,subject189,,Marker Started at 3,Movie Task-bridge
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,677.6406141000043
ESQ,689.8572785999859,,Past_response,6.800000000000001,Experience Sampling Questions,1,subject189,,Marker Started at 7,Movie Task-Movie Task-bridge
ESQ,695.5771956999961,,Deliberate_response,8.0,Experience Sampling Questions,1,subject189,,Marker Started at 8,Movie Task-Movie Task-bridge
ESQ,705.2173489999841,,Knowledge_response,7.10000000000001,Experience Sampling Questions,1,subject189,,Marker Started at 10,Movie Task-Movie Task-bridge
ESQ,709.8873299999977,,Self_response,7.000000000000007,Experience Sampling Questions,1,subject189,,Marker Started at 9,Movie Task-Movie Task-bridge
ESQ,714.0922039999859,,Images_response,5.000000000000002,Experience Sampling Questions,1,subject189,,Marker Started at 3,Movie Task-Movie Task-bridge
