METADATA:
Experiment Seed,Subject
6942374,sub158
Time after setup,13.54718550000689
Timepoint,Time,Is_correct,Experience Sampling Question,Experience Sampling Response,Task,Task Iteration,Participant ID,Response_Key,Auxillary Data,Assoc Task
EXPERIMENT DATA:,Two-Back Task
Start Time,41.24976200002129
2-back Task Start,93.84613940000418,,,,Two-Back Task,1,sub158,,faces,
fixation cross,93.87853120002546,,,,Two-Back Task,1,sub158,,faces,
2-back Trial Start,95.98891189999995,,,,Two-Back Task,1,sub158,,faces,
Choice presented,95.98893859999953,,,,Two-Back Task,1,sub158,,faces,
Choice made,98.01051010002266,,,,Two-Back Task,1,sub158,,faces,
2-back Trial End,98.01055669999914,False,,,Two-Back Task,1,sub158,,faces,
2-back Trial Start,100.06989300000714,,,,Two-Back Task,1,sub158,,faces,
Choice presented,100.06992010000977,,,,Two-Back Task,1,sub158,,faces,
Choice made,102.09712960000616,,,,Two-Back Task,1,sub158,,faces,
2-back Trial End,102.09716840001056,False,,,Two-Back Task,1,sub158,,faces,
2-back Trial Start,104.15557210001862,,,,Two-Back Task,1,sub158,,faces,
Choice presented,104.15560230001574,,,,Two-Back Task,1,sub158,,faces,
Choice made,104.98274680000031,,,,Two-Back Task,1,sub158,,faces,
2-back Trial End,104.98278710001614,False,,,Two-Back Task,1,sub158,,faces,
2-back Trial Start,107.03815920001944,,,,Two-Back Task,1,sub158,,faces,
Choice presented,107.0381857000175,,,,Two-Back Task,1,sub158,,faces,
Choice made,109.06930290002492,,,,Two-Back Task,1,sub158,,faces,
2-back Trial End,109.06934320001164,False,,,Two-Back Task,1,sub158,,faces,
2-back Trial Start,111.12571890000254,,,,Two-Back Task,1,sub158,,faces,
Choice presented,111.12574480002513,,,,Two-Back Task,1,sub158,,faces,
Choice made,112.18855970000732,,,,Two-Back Task,1,sub158,,faces,
2-back Trial End,112.18859910001629,True,,,Two-Back Task,1,sub158,,faces,
2-back Trial Start,114.23648810002487,,,,Two-Back Task,1,sub158,,faces,
