METADATA:
Experiment Seed,Subject
4493901,subject144
Time after setup,9.401334599999245
Timepoint,Time,Is_correct,Experience Sampling Question,Experience Sampling Response,Task,Task Iteration,Participant ID,Response_Key,Auxillary Data,Assoc Task
EXPERIMENT DATA:,Hard Math Task
Start Time,21.738883200043347
Math Task Start,54.029111800016835,,,,Hard Math Task,1,subject144,,,
fixation cross,54.0413287000265,,,,Hard Math Task,1,subject144,,,
Math Trial Start,56.08637690002797,,,,Hard Math Task,1,subject144,,,
Choice presented,56.09062100003939,,,,Hard Math Task,1,subject144,,,
Choice made,61.542256899992935,,,,Hard Math Task,1,subject144,,,
Math Trial End,61.54228739999235,False,,,Hard Math Task,1,subject144,,,
Math Trial Start,63.5756939999992,,,,Hard Math Task,1,subject144,,,
Choice presented,63.579886300023645,,,,Hard Math Task,1,subject144,,,
Choice made,67.84755470004166,,,,Hard Math Task,1,subject144,,,
Math Trial End,67.84763010003371,False,,,Hard Math Task,1,subject144,,,
Math Trial End,67.84766440000385,False,,,Hard Math Task,1,subject144,,,
Math Trial Start,69.87690420000581,,,,Hard Math Task,1,subject144,,,
Choice presented,69.88436820002971,,,,Hard Math Task,1,subject144,,,
Choice made,72.58467549999477,,,,Hard Math Task,1,subject144,,,
Math Trial End,72.58473729999969,False,,,Hard Math Task,1,subject144,,,
Math Trial End,72.58477140002651,False,,,Hard Math Task,1,subject144,,,
Math Trial Start,74.61528420000104,,,,Hard Math Task,1,subject144,,,
Choice presented,74.62171810003929,,,,Hard Math Task,1,subject144,,,
Choice made,77.43854800000554,,,,Hard Math Task,1,subject144,,,
Math Trial End,77.43860960000893,True,,,Hard Math Task,1,subject144,,,
Math Trial End,77.43864310003119,True,,,Hard Math Task,1,subject144,,,
Math Trial Start,79.46842980000656,,,,Hard Math Task,1,subject144,,,
Choice presented,79.47570529999211,,,,Hard Math Task,1,subject144,,,
Choice made,83.3431741000386,,,,Hard Math Task,1,subject144,,,
Math Trial End,83.34320709999884,False,,,Hard Math Task,1,subject144,,,
Math Trial End,83.34322030004114,False,,,Hard Math Task,1,subject144,,,
Math Trial Start,85.3769433000125,,,,Hard Math Task,1,subject144,,,
Choice presented,85.381127700035,,,,Hard Math Task,1,subject144,,,
Choice made,88.83176020003157,,,,Hard Math Task,1,subject144,,,
Math Trial End,88.8317909000325,True,,,Hard Math Task,1,subject144,,,
Math Trial End,88.8318041000166,True,,,Hard Math Task,1,subject144,,,
Math Trial Start,90.86062720004702,,,,Hard Math Task,1,subject144,,,
Choice presented,90.87331280001672,,,,Hard Math Task,1,subject144,,,
