Task_name,Id_number,Runtime_mod,Absorption_response,Other_response,Problem_response,Words_response,Sounds_response,Images_response,Past_response,Distracting_response,Focus_response,Intrusive_response,Deliberate_response,Detailed_response,Future_response,Emotion_response,Self_response,Knowledge_response,Gradient_1,Gradient_2,Gradient_3,Gradient_4,Gradient_5
Two-Back_Task-faces,subject_106,-10,4.0,7.699999999999994,1.0,10.0,1.0,1.0,2.9000000000000004,8.799999999999988,5.5,7.099999999999996,7.699999999999991,6.799999999999997,7.79999999999999,7.799999999999992,1.0,1.0,0.041169565,0.307960139,0.254058783,-0.151804839,-0.118959976
Two-Back_Task-faces,subject_106,-9,7.89999999999999,1.0,7.899999999999997,6.499999999999997,1.0,10.0,1.0,1.0,6.599999999999997,3.7000000000000095,10.0,9.100000000000003,1.0,7.400000000000006,1.0,10.0,0.041169565,0.307960139,0.254058783,-0.151804839,-0.118959976
Two-Back_Task-scenes,subject_106,-8,8.200000000000006,1.0,1.0,10.0,1.0,1.0999999999999985,4.2000000000000135,9.200000000000003,3.400000000000001,6.000000000000011,4.7000000000000135,3.5000000000000004,1.0,8.400000000000006,3.3000000000000007,3.0,-0.012657018,0.377850234,0.235790187,-0.132261081,-0.16764315
Two-Back_Task-scenes,subject_106,14,3.4000000000000092,1.0,1.0,4.700000000000017,1.0,4.300000000000001,1.0,3.100000000000002,4.2000000000000135,1.0,4.0,1.0,1.0,5.700000000000008,1.0,1.0,-0.012657018,0.377850234,0.235790187,-0.132261081,-0.16764315
You_Task,subject_106,14,9.0,3.400000000000001,1.0,1.0,1.0,1.0,8.999999999999986,8.299999999999995,1.0,8.0,10.0,3.4000000000000057,1.0,4.700000000000006,10.0,10.0,-0.021150619,-0.040841849,-0.078681229,0.11023981,0.129910408
You_Task,subject_106,10,7.700000000000008,4.0,1.0,6.700000000000012,1.0,6.9999999999999964,5.799999999999997,1.0,1.0,5.500000000000005,6.6999999999999975,6.500000000000009,1.0,8.0,7.0,7.399999999999994,-0.021150619,-0.040841849,-0.078681229,0.11023981,0.129910408
You_Task,subject_106,15,4.800000000000014,1.0,1.200000000000001,1.0,1.0,10.0,7.700000000000008,1.0,1.0,6.400000000000009,7.5999999999999925,5.000000000000011,1.0,5.899999999999998,9.0,4.200000000000001,-0.021150619,-0.040841849,-0.078681229,0.11023981,0.129910408
Friend_Task,subject_106,9,4.40000000000001,10.0,1.0,7.099999999999994,4.300000000000002,7.800000000000008,10.0,1.0,1.0,4.200000000000017,10.0,8.300000000000006,1.0,7.799999999999991,3.600000000000006,10.0,0.05335777,-0.029923705,-0.10770592,0.040008621,0.124890218
Friend_Task,subject_106,15,1.0,1.0,1.0,10.0,1.0,8.59999999999999,10.0,1.0,1.0,5.1000000000000005,10.0,6.499999999999995,1.0,6.9,6.1999999999999975,10.0,0.05335777,-0.029923705,-0.10770592,0.040008621,0.124890218
Friend_Task,subject_106,-6,10.0,1.0,1.0,10.0,10.0,10.0,10.0,1.0,7.999999999999991,8.09999999999999,10.0,10.0,1.0,10.0,10.0,10.0,0.05335777,-0.029923705,-0.10770592,0.040008621,0.124890218
Easy_Math_Task,subject_106,-5,1.0,1.0,10.0,3.3000000000000007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,5.699999999999998,1.0,6.399999999999997,0.019598666,0.159960465,-0.014416948,-0.077514379,-0.048953364
Easy_Math_Task,subject_106,12,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,2.000000000000001,6.599999999999996,3.3000000000000127,1.0,5.800000000000004,1.0,4.600000000000014,0.019598666,0.159960465,-0.014416948,-0.077514379,-0.048953364
Easy_Math_Task,subject_106,6,2.799999999999998,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,4.200000000000003,5.000000000000002,5.700000000000012,1.0,5.400000000000009,1.0,6.0,0.019598666,0.159960465,-0.014416948,-0.077514379,-0.048953364
Hard_Math_Task,subject_106,-6,7.099999999999993,1.0,10.0,1.0,1.0,3.5000000000000013,1.0,1.0,1.0,2.4000000000000004,10.0,9.0,1.0,5.20000000000001,1.0,5.0,-0.078457467,0.308141529,0.225440393,-0.100786219,-0.159113885
Hard_Math_Task,subject_106,-7,9.200000000000003,1.0,10.0,1.0,1.0,1.0,10.0,1.0,1.0,3.1000000000000005,5.600000000000012,6.4999999999999964,1.0,6.000000000000014,1.0,10.0,-0.078457467,0.308141529,0.225440393,-0.100786219,-0.159113885
Hard_Math_Task,subject_106,6,4.700000000000001,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,3.799999999999999,10.0,4.3000000000000025,1.0,5.700000000000005,1.0,10.0,-0.078457467,0.308141529,0.225440393,-0.100786219,-0.159113885
One-Back_Task,subject_106,12,10.0,1.0,10.0,10.0,1.0,10.0,1.0,4.200000000000001,1.0,2.0,10.0,10.0,1.0,6.299999999999995,1.0,5.100000000000001,-0.054175274,0.109761933,0.352458414,-0.112942158,-0.025580638
One-Back_Task,subject_106,-13,6.699999999999994,1.0,10.0,4.300000000000002,1.0,10.0,1.0,1.0,1.0,5.3000000000000025,10.0,10.0,1.0,5.500000000000016,1.0,1.0,-0.054175274,0.109761933,0.352458414,-0.112942158,-0.025580638
One-Back_Task,subject_106,12,3.400000000000001,1.0,10.0,4.600000000000017,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.600000000000012,1.0,5.9000000000000075,-0.054175274,0.109761933,0.352458414,-0.112942158,-0.025580638
Zero-Back_Task,subject_106,12,10.0,3.0,10.0,1.0,1.0,10.0,1.0,9.599999999999998,1.0,2.7000000000000157,5.600000000000001,6.9999999999999964,1.0,5.5,1.0,10.0,0.002753698,0.071499126,0.236535868,-0.048768775,0.047644385
Zero-Back_Task,subject_106,13,4.200000000000006,1.0,10.0,1.0,1.0,3.400000000000001,1.0,1.0,1.0,2.6000000000000014,4.70000000000001,4.000000000000017,1.0,5.600000000000005,1.0,1.0,0.002753698,0.071499126,0.236535868,-0.048768775,0.047644385
Zero-Back_Task,subject_106,11,1.0,1.0,1.0,1.0,1.0,3.2999999999999985,1.0,1.0,1.0,1.0,1.0999999999999976,1.0,1.0,5.300000000000006,1.0,1.0,0.002753698,0.071499126,0.236535868,-0.048768775,0.047644385
Reading_Task,subject_106,8,1.0,1.0,1.0,1.0,1.0,10.0,3.500000000000001,1.0,5.899999999999999,1.0,5.3999999999999995,1.0,1.0,6.699999999999994,6.600000000000005,5.600000000000005,-0.102151252,-0.02267263,-0.26553856,0.039239296,0.034607611
Reading_Task,subject_106,5,1.0,1.0,1.0,1.0,4.600000000000001,10.0,1.1000000000000152,1.0,1.0,1.0,5.0000000000000036,3.6999999999999984,1.0,4.20000000000001,1.0,1.0,-0.102151252,-0.02267263,-0.26553856,0.039239296,0.034607611
Reading_Task,subject_106,7,1.0,1.0,1.0,1.0,1.0,3.0000000000000004,1.0,1.0,1.0,1.0,2.9000000000000004,1.0,1.0,5.100000000000017,1.0,1.0,-0.102151252,-0.02267263,-0.26553856,0.039239296,0.034607611
Memory_Task,subject_106,15,3.4000000000000163,3.700000000000006,1.0,1.0,4.300000000000002,10.0,10.0,1.0,1.0,3.3000000000000007,4.800000000000018,6.0,1.0,5.300000000000006,10.0,1.0,-0.016245814,0.004836931,-0.166685484,0.151508409,0.06937091
Memory_Task,subject_106,-13,10.0,10.0,1.0,1.0,8.200000000000006,10.0,10.0,1.0,1.0,6.0,4.800000000000003,10.0,10.0,8.0,10.0,10.0,-0.016245814,0.004836931,-0.166685484,0.151508409,0.06937091
Memory_Task,subject_106,12,8.0,10.0,1.0,5.600000000000016,1.0,10.0,10.0,1.0,1.0,2.899999999999998,3.0999999999999983,10.0,1.0,4.900000000000018,10.0,5.000000000000014,-0.016245814,0.004836931,-0.166685484,0.151508409,0.06937091
Movie_Task-bridge,subject_106,9,4.0,1.0,1.0,1.0,1.0,7.299999999999995,1.0,10.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.038746425,0.099305514,-0.366494178,0.006527394,0.223090865
Movie_Task-bridge,subject_106,9,4.0,1.0,1.0,1.0,1.0,7.299999999999995,1.0,10.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.038746425,0.099305514,-0.366494178,0.006527394,0.223090865
Movie_Task-incept,subject_106,8,7.700000000000001,1.0,1.0,1.0,1.0000000000000047,10.0,10.0,1.0,1.0,2.7000000000000015,4.900000000000018,7.199999999999999,1.0,5.400000000000009,9.199999999999989,2.000000000000008,-0.071676786,0.167172575,-0.311553447,0.016855175,0.110801794
Movie_Task-incept,subject_106,8,7.700000000000001,1.0,1.0,1.0,1.0000000000000047,10.0,10.0,1.0,1.0,2.7000000000000015,4.900000000000018,7.199999999999999,1.0,5.400000000000009,9.199999999999989,2.000000000000008,-0.071676786,0.167172575,-0.311553447,0.016855175,0.110801794
Finger_Tapping_Task,subject_106,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.051850101,-0.118496874,0.105241372,-0.085116874,0.154315156
Finger_Tapping_Task,subject_106,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000118,1.0,1.0,1.0,5.6999999999999975,1.0,5.800000000000008,-0.051850101,-0.118496874,0.105241372,-0.085116874,0.154315156
Finger_Tapping_Task,subject_106,-6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.6,1.0,1.0,-0.051850101,-0.118496874,0.105241372,-0.085116874,0.154315156
GoNoGo_Task,subject_106,-13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.899999999999999,1.0,5.300000000000006,1.0,1.0,-0.169817561,0.05201047,0.031002936,-0.147224689,-0.111588999
GoNoGo_Task,subject_106,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.500000000000016,1.0,1.0,-0.169817561,0.05201047,0.031002936,-0.147224689,-0.111588999
GoNoGo_Task,subject_106,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.100000000000017,1.0,1.0,-0.169817561,0.05201047,0.031002936,-0.147224689,-0.111588999
Movie_Task-bridge,subject_107,14,1.0,8.999999999999988,2.100000000000001,4.900000000000011,7.499999999999994,1.0,2.8000000000000087,2.3999999999999977,2.200000000000001,1.0,8.199999999999992,2.0,1.0,7.700000000000005,1.4000000000000152,2.1000000000000116,0.038746425,0.099305514,-0.366494178,0.006527394,0.223090865
Movie_Task-bridge,subject_107,14,1.0,8.999999999999988,2.100000000000001,4.900000000000011,7.499999999999994,1.0,2.8000000000000087,2.3999999999999977,2.200000000000001,1.0,8.199999999999992,2.0,1.0,7.700000000000005,1.4000000000000152,2.1000000000000116,0.038746425,0.099305514,-0.366494178,0.006527394,0.223090865
Movie_Task-incept,subject_107,-12,1.0,7.299999999999994,6.400000000000013,7.0999999999999925,6.700000000000012,4.30000000000001,1.0,1.0,8.599999999999994,1.0,5.8999999999999995,2.0,1.0,10.0,1.0,2.0,-0.071676786,0.167172575,-0.311553447,0.016855175,0.110801794
Movie_Task-incept,subject_107,-12,1.0,7.299999999999994,6.400000000000013,7.0999999999999925,6.700000000000012,4.30000000000001,1.0,1.0,8.599999999999994,1.0,5.8999999999999995,2.0,1.0,10.0,1.0,2.0,-0.071676786,0.167172575,-0.311553447,0.016855175,0.110801794
GoNoGo_Task,subject_107,10,1.0999999999999985,1.0,8.199999999999996,6.400000000000009,1.0,7.10000000000001,1.0,1.0,8.199999999999992,1.0,9.0,6.899999999999995,3.3000000000000056,8.499999999999991,1.0,8.9,-0.169817561,0.05201047,0.031002936,-0.147224689,-0.111588999
GoNoGo_Task,subject_107,14,1.2999999999999976,1.0,7.399999999999993,5.500000000000012,6.000000000000007,2.3000000000000154,7.0999999999999925,1.0,9.499999999999984,1.0,6.599999999999996,7.200000000000006,2.999999999999999,8.599999999999987,1.0,8.099999999999989,-0.169817561,0.05201047,0.031002936,-0.147224689,-0.111588999
GoNoGo_Task,subject_107,-7,1.0,1.0,7.0,8.099999999999996,5.200000000000001,1.3000000000000083,1.0,1.0999999999999985,8.799999999999997,1.0,7.199999999999995,8.299999999999995,8.500000000000005,10.0,1.6000000000000116,7.0999999999999925,-0.169817561,0.05201047,0.031002936,-0.147224689,-0.111588999
Finger_Tapping_Task,subject_107,8,1.0,1.100000000000008,6.899999999999996,4.3000000000000025,2.799999999999998,1.0,3.100000000000002,1.0,8.0,1.0,9.499999999999988,8.0,3.400000000000002,10.0,1.9,7.499999999999993,-0.051850101,-0.118496874,0.105241372,-0.085116874,0.154315156
Finger_Tapping_Task,subject_107,15,4.100000000000017,1.0,8.0,5.0,1.3000000000000012,1.7000000000000082,5.6000000000000085,1.0,10.0,1.0,9.399999999999988,8.099999999999989,1.0,8.199999999999989,5.0,10.0,-0.051850101,-0.118496874,0.105241372,-0.085116874,0.154315156
Finger_Tapping_Task,subject_107,-5,1.5000000000000115,1.0,9.0,7.599999999999993,4.0,1.0,9.0,2.0,10.0,2.5000000000000084,7.0,7.89999999999999,1.600000000000001,10.0,3.8,7.0,-0.051850101,-0.118496874,0.105241372,-0.085116874,0.154315156
Friend_Task,subject_107,10,1.0,10.0,6.999999999999993,8.19999999999999,3.3000000000000056,1.0,3.0,1.7999999999999976,10.0,1.0,10.0,9.299999999999985,3.3000000000000127,9.499999999999984,2.6000000000000005,10.0,0.05335777,-0.029923705,-0.10770592,0.040008621,0.124890218
Friend_Task,subject_107,-8,1.0,9.200000000000003,7.89999999999999,5.100000000000014,1.9,1.0,10.0,1.0,10.0,1.6,10.0,10.0,1.0,10.0,1.0,10.0,0.05335777,-0.029923705,-0.10770592,0.040008621,0.124890218
Friend_Task,subject_107,5,1.2000000000000117,9.099999999999989,7.500000000000009,3.3000000000000056,3.5000000000000093,1.0,9.89999999999999,1.0,10.0,1.0,10.0,10.0,2.1000000000000045,10.0,2.1000000000000045,10.0,0.05335777,-0.029923705,-0.10770592,0.040008621,0.124890218
You_Task,subject_107,-11,1.0,3.000000000000009,8.099999999999996,4.40000000000001,1.7999999999999976,2.7000000000000157,10.0,1.0,10.0,7.299999999999993,10.0,9.299999999999986,4.8000000000000025,5.600000000000016,10.0,10.0,-0.021150619,-0.040841849,-0.078681229,0.11023981,0.129910408
You_Task,subject_107,10,1.700000000000001,3.4000000000000057,6.799999999999997,4.100000000000001,1.0,1.9000000000000115,9.699999999999983,1.0,9.399999999999988,6.799999999999997,9.899999999999997,8.099999999999996,4.400000000000003,2.999999999999999,10.0,10.0,-0.021150619,-0.040841849,-0.078681229,0.11023981,0.129910408
You_Task,subject_107,-6,1.6000000000000116,3.0,5.200000000000002,4.199999999999999,2.3999999999999977,2.499999999999998,7.499999999999998,1.3999999999999995,10.0,9.0,6.1,8.699999999999987,4.0,4.0,10.0,10.0,-0.021150619,-0.040841849,-0.078681229,0.11023981,0.129910408
Easy_Math_Task,subject_107,-15,5.900000000000015,1.0,9.099999999999993,9.699999999999983,4.800000000000014,1.0,4.30000000000001,1.0,10.0,1.3999999999999977,9.999999999999986,10.0,2.0999999999999983,9.899999999999983,2.500000000000012,9.099999999999996,0.019598666,0.159960465,-0.014416948,-0.077514379,-0.048953364
Easy_Math_Task,subject_107,-15,7.399999999999992,1.0,10.0,7.199999999999993,3.4000000000000057,1.0,7.499999999999991,1.4000000000000117,10.0,3.0,10.0,9.699999999999987,2.0,9.799999999999983,2.2000000000000117,10.0,0.019598666,0.159960465,-0.014416948,-0.077514379,-0.048953364
Easy_Math_Task,subject_107,-7,2.700000000000005,1.0,10.0,8.199999999999992,5.100000000000001,3.2000000000000055,8.8,1.0,10.0,1.2999999999999976,9.099999999999987,9.0,2.499999999999998,9.0,1.0,10.0,0.019598666,0.159960465,-0.014416948,-0.077514379,-0.048953364
Hard_Math_Task,subject_107,12,6.900000000000011,1.0,9.0,9.0,3.900000000000006,5.600000000000016,3.0999999999999983,2.1000000000000045,8.599999999999989,6.0,10.0,8.999999999999996,7.600000000000005,3.7999999999999985,3.0000000000000053,9.799999999999986,-0.078457467,0.308141529,0.225440393,-0.100786219,-0.159113885
Hard_Math_Task,subject_107,14,1.0,1.9000000000000044,8.29999999999999,8.899999999999986,4.700000000000003,4.10000000000001,3.0,2.000000000000015,9.799999999999986,5.100000000000014,9.799999999999985,9.0,2.0,4.600000000000007,4.400000000000007,10.0,-0.078457467,0.308141529,0.225440393,-0.100786219,-0.159113885
Hard_Math_Task,subject_107,15,3.500000000000013,1.0,7.799999999999994,9.0,5.400000000000016,6.6000000000000085,3.800000000000006,1.0,9.299999999999992,7.099999999999993,5.200000000000002,7.199999999999992,1.4000000000000152,4.0,6.000000000000011,8.799999999999994,-0.078457467,0.308141529,0.225440393,-0.100786219,-0.159113885
Reading_Task,subject_107,-6,2.9000000000000123,8.0,9.0,5.4,6.600000000000001,8.59999999999999,2.0,1.3999999999999977,6.399999999999995,4.0,3.4000000000000004,10.0,4.200000000000003,7.0,3.5999999999999996,7.0,-0.102151252,-0.02267263,-0.26553856,0.039239296,0.034607611
Reading_Task,subject_107,15,2.0,1.0,9.79999999999999,5.100000000000002,5.500000000000001,7.099999999999993,10.0,8.199999999999992,8.29999999999999,7.599999999999992,7.99999999999999,8.0,8.599999999999987,3.5999999999999983,8.699999999999987,7.899999999999993,-0.102151252,-0.02267263,-0.26553856,0.039239296,0.034607611
Reading_Task,subject_107,-11,3.6999999999999984,6.0,8.0,8.0,4.100000000000001,6.10000000000001,8.899999999999997,3.5000000000000164,7.99999999999999,7.400000000000009,8.0,9.0,6.599999999999995,3.7000000000000015,6.199999999999997,7.999999999999991,-0.102151252,-0.02267263,-0.26553856,0.039239296,0.034607611
Memory_Task,subject_107,-5,6.900000000000011,6.700000000000012,7.099999999999994,8.79999999999999,7.899999999999993,8.699999999999994,8.399999999999988,6.400000000000013,10.0,7.3999999999999915,9.799999999999994,9.199999999999987,3.6000000000000005,7.499999999999993,8.79999999999999,9.599999999999987,-0.016245814,0.004836931,-0.166685484,0.151508409,0.06937091
Memory_Task,subject_107,8,6.0,8.799999999999986,8.699999999999994,8.400000000000006,7.200000000000003,7.0,8.799999999999986,4.600000000000007,9.0,3.6000000000000023,9.69999999999999,9.799999999999994,5.0,7.499999999999995,8.899999999999997,9.0,-0.016245814,0.004836931,-0.166685484,0.151508409,0.06937091
Memory_Task,subject_107,-5,5.600000000000005,9.0,7.199999999999993,6.7999999999999945,7.799999999999993,7.699999999999993,8.0,4.800000000000018,8.59999999999999,8.999999999999986,4.299999999999999,8.299999999999988,5.700000000000012,1.0,8.79999999999999,9.599999999999984,-0.016245814,0.004836931,-0.166685484,0.151508409,0.06937091
Two-Back_Task-scenes,subject_107,10,6.0,3.099999999999999,6.800000000000008,7.500000000000002,6.0,10.0,2.0,2.599999999999998,8.0,7.20000000000001,4.700000000000006,4.0,4.0,10.0,2.2999999999999976,4.000000000000003,-0.012657018,0.377850234,0.235790187,-0.132261081,-0.16764315
Two-Back_Task-scenes,subject_107,-6,7.000000000000007,2.1999999999999975,2.0,8.099999999999989,10.0,7.199999999999993,10.0,8.0,6.0,6.500000000000012,9.0,4.0,2.899999999999998,7.0,3.3000000000000163,7.499999999999993,-0.012657018,0.377850234,0.235790187,-0.132261081,-0.16764315
Two-Back_Task-faces,subject_107,-8,9.0,7.700000000000005,4.0,4.8000000000000025,8.0,3.0,2.699999999999999,8.500000000000002,9.600000000000001,5.000000000000003,5.500000000000009,7.69999999999999,2.0,7.20000000000001,2.2999999999999976,5.899999999999999,0.041169565,0.307960139,0.254058783,-0.151804839,-0.118959976
Two-Back_Task-faces,subject_107,-14,8.699999999999998,6.0,10.0,6.0,9.0,10.0,3.0,8.0,9.299999999999985,4.000000000000002,8.0,8.0,7.899999999999993,2.0,8.0,8.09999999999999,0.041169565,0.307960139,0.254058783,-0.151804839,-0.118959976
One-Back_Task,subject_107,-12,3.0,3.700000000000013,7.0,8.699999999999998,5.600000000000012,5.400000000000006,3.0,8.700000000000001,6.3000000000000025,5.200000000000003,8.0,3.0,2.499999999999998,4.900000000000004,2.0,9.0,-0.054175274,0.109761933,0.352458414,-0.112942158,-0.025580638
One-Back_Task,subject_107,-14,5.0,8.0,1.1999999999999993,1.5999999999999983,6.100000000000007,2.0999999999999983,5.700000000000005,6.0,5.000000000000011,4.20000000000001,10.0,5.9000000000000075,4.0,6.100000000000007,5.0,8.0,-0.054175274,0.109761933,0.352458414,-0.112942158,-0.025580638
One-Back_Task,subject_107,-7,6.100000000000007,7.0,8.0,5.500000000000009,4.5000000000000036,7.0,2.0,3.0,7.3999999999999915,7.0,10.0,5.30000000000001,2.0,5.200000000000017,2.0,7.400000000000002,-0.054175274,0.109761933,0.352458414,-0.112942158,-0.025580638
Zero-Back_Task,subject_107,7,5.0,7.0,8.0,10.0,6.0,8.0,3.0,5.0,10.0,4.0,8.0,5.0,2.0,9.0,2.0,3.0,0.002753698,0.071499126,0.236535868,-0.048768775,0.047644385
Zero-Back_Task,subject_107,-8,5.800000000000008,3.0,8.0,9.0,3.0,5.499999999999998,3.0,3.0,8.0,2.9999999999999982,10.0,2.0,1.0,8.0,2.0,9.0,0.002753698,0.071499126,0.236535868,-0.048768775,0.047644385
Zero-Back_Task,subject_107,-10,2.2999999999999985,1.0,7.0,8.200000000000006,2.8000000000000123,5.0,5.6000000000000085,3.0,6.799999999999995,5.0,3.0,4.700000000000003,3.200000000000016,5.100000000000007,5.200000000000001,9.0,0.002753698,0.071499126,0.236535868,-0.048768775,0.047644385
GoNoGo_Task,subject_108,-9,6.0,8.300000000000006,4.0,8.0,3.0,4.0,8.0,8.0,7.0,7.500000000000002,8.0,5.700000000000008,9.0,9.0,6.10000000000001,5.000000000000003,-0.169817561,0.05201047,0.031002936,-0.147224689,-0.111588999
GoNoGo_Task,subject_108,11,6.10000000000001,5.700000000000005,5.600000000000012,3.3000000000000163,2.4000000000000155,3.0,1.1,5.100000000000014,5.000000000000001,3.300000000000009,3.3999999999999986,3.5000000000000093,5.6999999999999975,7.3000000000000025,5.0,6.0,-0.169817561,0.05201047,0.031002936,-0.147224689,-0.111588999
GoNoGo_Task,subject_108,-13,5.000000000000002,4.500000000000014,5.100000000000003,3.400000000000002,2.3999999999999977,4.0,2.800000000000005,4.800000000000003,5.6000000000000005,7.400000000000006,2.8000000000000123,5.0,4.100000000000003,6.500000000000005,5.700000000000015,6.6000000000000085,-0.169817561,0.05201047,0.031002936,-0.147224689,-0.111588999
Finger_Tapping_Task,subject_108,-12,4.400000000000001,5.599999999999998,5.0,5.700000000000005,3.0000000000000124,5.300000000000001,5.400000000000013,3.0,3.7000000000000166,4.0,4.500000000000011,3.0,3.0,6.799999999999994,4.8000000000000105,5.799999999999997,-0.051850101,-0.118496874,0.105241372,-0.085116874,0.154315156
Finger_Tapping_Task,subject_108,11,5.000000000000014,5.0,1.8999999999999975,6.0,2.0,3.8000000000000096,3.6000000000000023,3.700000000000006,6.0,7.599999999999998,3.0,3.200000000000002,3.700000000000006,5.000000000000002,4.0,6.500000000000012,-0.051850101,-0.118496874,0.105241372,-0.085116874,0.154315156
Finger_Tapping_Task,subject_108,15,4.699999999999999,6.0,1.5,3.8000000000000025,9.0,3.6000000000000023,5.100000000000007,6.599999999999995,4.0,7.0,3.3000000000000056,3.9000000000000097,5.0000000000000036,6.999999999999993,6.6000000000000085,7.10000000000001,-0.051850101,-0.118496874,0.105241372,-0.085116874,0.154315156
Two-Back_Task-faces,subject_108,-6,5.600000000000016,4.5000000000000036,6.000000000000014,5.200000000000006,3.7000000000000095,7.3000000000000025,5.000000000000018,5.500000000000002,2.9000000000000017,3.8000000000000025,6.0,4.700000000000001,5.400000000000006,5.0,5.400000000000001,2.0,0.041169565,0.307960139,0.254058783,-0.151804839,-0.118959976
Two-Back_Task-faces,subject_108,9,5.20000000000001,5.700000000000008,5.4,5.899999999999998,5.800000000000011,5.500000000000009,5.899999999999998,5.300000000000001,5.400000000000002,4.700000000000003,4.800000000000003,5.0,4.700000000000006,5.2000000000000135,5.999999999999997,4.700000000000006,0.041169565,0.307960139,0.254058783,-0.151804839,-0.118959976
Two-Back_Task-scenes,subject_108,10,6.0,2.2999999999999994,5.0,5.699999999999998,5.200000000000017,3.800000000000013,5.400000000000001,5.200000000000006,5.200000000000001,4.700000000000003,5.200000000000001,4.0,3.7000000000000166,5.999999999999997,5.799999999999999,4.800000000000003,-0.012657018,0.377850234,0.235790187,-0.132261081,-0.16764315
Two-Back_Task-scenes,subject_108,9,4.0,2.4999999999999987,6.2000000000000135,3.9000000000000026,3.0,8.200000000000006,4.0,3.400000000000013,4.300000000000006,6.399999999999996,2.0999999999999983,5.0,2.900000000000016,5.800000000000011,2.3999999999999995,3.6000000000000023,-0.012657018,0.377850234,0.235790187,-0.132261081,-0.16764315
Zero-Back_Task,subject_108,-14,7.10000000000001,6.0,3.3000000000000003,3.9000000000000026,7.0,7.799999999999997,5.5,5.200000000000001,2.5999999999999996,5.0,2.300000000000012,3.3000000000000127,5.100000000000003,6.0,6.9000000000000075,4.60000000000001,0.002753698,0.071499126,0.236535868,-0.048768775,0.047644385
Zero-Back_Task,subject_108,-9,7.0,6.0,7.500000000000009,4.600000000000017,2.3999999999999977,7.700000000000008,9.0,5.0,4.70000000000001,7.0,4.0,9.0,4.0,6.7999999999999945,6.100000000000007,5.6000000000000005,0.002753698,0.071499126,0.236535868,-0.048768775,0.047644385
Zero-Back_Task,subject_108,-14,7.30000000000001,3.9000000000000026,3.0,6.0,2.2999999999999976,2.0,2.0,7.000000000000011,5.0,7.799999999999994,3.0999999999999983,7.0,5.0,8.29999999999999,4.0,4.500000000000002,0.002753698,0.071499126,0.236535868,-0.048768775,0.047644385
One-Back_Task,subject_108,9,5.700000000000008,2.0,8.199999999999996,3.0,3.0,5.0,2.6000000000000085,4.0,3.3000000000000127,8.0,7.700000000000008,5.0,1.0,6.099999999999997,1.6999999999999984,3.0,-0.054175274,0.109761933,0.352458414,-0.112942158,-0.025580638
One-Back_Task,subject_108,-14,7.700000000000008,3.200000000000016,10.0,7.699999999999994,2.3000000000000083,9.199999999999987,1.8000000000000045,2.299999999999997,4.40000000000001,6.6000000000000085,5.700000000000008,3.0,2.0,5.400000000000006,1.7999999999999976,5.0,-0.054175274,0.109761933,0.352458414,-0.112942158,-0.025580638
One-Back_Task,subject_108,-14,5.800000000000011,4.000000000000006,9.100000000000003,5.400000000000013,3.099999999999999,5.200000000000006,5.100000000000017,6.500000000000009,5.800000000000008,5.700000000000008,4.0,6.0,5.6,10.0,6.10000000000001,5.6,-0.054175274,0.109761933,0.352458414,-0.112942158,-0.025580638
You_Task,subject_108,-13,5.999999999999998,2.8000000000000016,2.300000000000001,2.7000000000000015,2.9000000000000052,2.0,4.800000000000007,3.500000000000002,5.0,3.0,4.0,5.0,2.100000000000008,6.399999999999996,6.0,7.800000000000008,-0.021150619,-0.040841849,-0.078681229,0.11023981,0.129910408
You_Task,subject_108,-11,5.6000000000000085,2.100000000000015,1.6000000000000116,6.800000000000004,3.100000000000002,4.0,7.499999999999998,4.0,2.0,4.7000000000000135,7.0,8.19999999999999,2.2999999999999985,5.999999999999997,8.600000000000001,8.399999999999988,-0.021150619,-0.040841849,-0.078681229,0.11023981,0.129910408
You_Task,subject_108,-11,2.0,1.5000000000000009,2.100000000000001,3.0,1.6999999999999993,7.1,8.0,2.0999999999999983,1.0,2.0,8.699999999999987,5.0,1.199999999999997,4.0,5.0,8.99999999999999,-0.021150619,-0.040841849,-0.078681229,0.11023981,0.129910408
